lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B03025_14,B03025,Koipuram,14,Nannoor,Sherli James,Pathanamthitta,Block Panchayat,INC,UDF,1600,2025
B03028_1,B03028,Konni,1,Mylapra,Sunilkumar S,Pathanamthitta,Block Panchayat,INC,UDF,3520,2025
B03028_2,B03028,Konni,2,Malayalappuzha,D Sivadas,Pathanamthitta,Block Panchayat,CPI(M),LDF,2715,2025
B03028_3,B03028,Konni,3,Konni-Thazham,Jijo Modi,Pathanamthitta,Block Panchayat,CPI(M),LDF,2435,2025
B03028_4,B03028,Konni,4,Thannithode,P C Sreekumar,Pathanamthitta,Block Panchayat,CPI,LDF,3145,2025
B03028_5,B03028,Konni,5,Athumbumkulam,Priya S Thampi,Pathanamthitta,Block Panchayat,INC,UDF,2817,2025
B03028_6,B03028,Konni,6,Medical College,Sulekha V Nair,Pathanamthitta,Block Panchayat,INC,UDF,3716,2025
B03028_7,B03028,Konni,7,Aruvappulam,Kshema Sekhar,Pathanamthitta,Block Panchayat,CPI(M),LDF,2681,2025
B03028_8,B03028,Konni,8,Vakayar,Saudarahim,Pathanamthitta,Block Panchayat,INC,UDF,2943,2025
B03028_9,B03028,Konni,9,Konni Town,Geetha,Pathanamthitta,Block Panchayat,CPI(M),LDF,2465,2025
B03028_10,B03028,Konni,10,Elakolloor,Robin  Peter,Pathanamthitta,Block Panchayat,INC,UDF,3471,2025
B03028_11,B03028,Konni,11,V-Kottayam,Smitha G Nair,Pathanamthitta,Block Panchayat,CPI(M),LDF,2435,2025
B03028_12,B03028,Konni,12,Kaippattoor,Rosamma Babuji,Pathanamthitta,Block Panchayat,INC,UDF,3025,2025
B03028_13,B03028,Konni,13,Vallikkode,C Sumesh,Pathanamthitta,Block Panchayat,CPI(M),LDF,2730,2025
B03028_14,B03028,Konni,14,Pramadom,Robin Moncy,Pathanamthitta,Block Panchayat,INC,UDF,2889,2025
B03023_1,B03023,Mallappally,1,Mukkoor,Renjini,Pathanamthitta,Block Panchayat,CPI(M),LDF,1836,2025
B03023_2,B03023,Mallappally,2,Anicadu,Laila  Alexander,Pathanamthitta,Block Panchayat,KC,UDF,2188,2025
B03023_3,B03023,Mallappally,3,Punnaveli,Libin Joseph,Pathanamthitta,Block Panchayat,INC,UDF,2390,2025
B03023_4,B03023,Mallappally,4,Kottangal,Mohammed Ismail,Pathanamthitta,Block Panchayat,IUML,UDF,2122,2025
B03023_5,B03023,Mallappally,5,Kottanadu,Lakshmi  Ajith,Pathanamthitta,Block Panchayat,INC,UDF,2348,2025
B03023_6,B03023,Mallappally,6,Chalappally,Sosamma,Pathanamthitta,Block Panchayat,INC,UDF,2007,2025
B03023_7,B03023,Mallappally,7,Keezhvaipur,A. D John,Pathanamthitta,Block Panchayat,INC,UDF,2638,2025
B03023_8,B03023,Mallappally,8,Mallappally,Krishnankutty M K,Pathanamthitta,Block Panchayat,INC,UDF,2354,2025
B03023_9,B03023,Mallappally,9,Madukoli,Aby Mekkaringattu,Pathanamthitta,Block Panchayat,INC,UDF,3025,2025
B03023_10,B03023,Mallappally,10,Kallooppara,Mathew C.P,Pathanamthitta,Block Panchayat,INC,UDF,2327,2025
B03023_11,B03023,Mallappally,11,Kaviyoor,Dinesh  Kumar  M D,Pathanamthitta,Block Panchayat,BJP,NDA,1866,2025
B03023_12,B03023,Mallappally,12,Kottoor,Reemi Thomas,Pathanamthitta,Block Panchayat,KC(M),LDF,1699,2025
B03023_13,B03023,Mallappally,13,Anjilithanam,Shini  Kalesh Kumar,Pathanamthitta,Block Panchayat,CPI(M),LDF,1994,2025
B03023_14,B03023,Mallappally,14,Kunnamthanam,Dhanya Mol  Laly,Pathanamthitta,Block Panchayat,INC,UDF,2797,2025
B03029_1,B03029,Pandalam,1,Arattupuzha,Jekkab Sakhariya,Pathanamthitta,Block Panchayat,INC,UDF,1668,2025
B03029_2,B03029,Pandalam,2,Aranmula,Aden S George,Pathanamthitta,Block Panchayat,INC,UDF,1809,2025
B03029_3,B03029,Pandalam,3,Elavumthitta,Thadhagath B K,Pathanamthitta,Block Panchayat,INC,UDF,1832,2025
B03029_4,B03029,Pandalam,4,Thumpamon Thazham,Vilasini Amma,Pathanamthitta,Block Panchayat,INC,UDF,1634,2025
B03029_5,B03029,Pandalam,5,Thumpamon,Renju M J,Pathanamthitta,Block Panchayat,INC,UDF,2010,2025
B03029_6,B03029,Pandalam,6,Thattayil,Santhoshkumar,Pathanamthitta,Block Panchayat,BJP,NDA,1829,2025
B03029_7,B03029,Pandalam,7,Pongaladi,Aparna,Pathanamthitta,Block Panchayat,CPI,LDF,1806,2025
B03029_8,B03029,Pandalam,8,Vijayapuram,Reghukumar,Pathanamthitta,Block Panchayat,INC,UDF,2021,2025
B03029_9,B03029,Pandalam,9,Kulanada,Sheeja,Pathanamthitta,Block Panchayat,CPI(M),LDF,1852,2025
B03029_10,B03029,Pandalam,10,Mezhuveli,Vineetha,Pathanamthitta,Block Panchayat,INC,UDF,1975,2025
B03029_11,B03029,Pandalam,11,Ullannoor,Prathibhakumari R,Pathanamthitta,Block Panchayat,BJP,NDA,1877,2025
B03029_12,B03029,Pandalam,12,Manthuka,Sofiya,Pathanamthitta,Block Panchayat,INC,UDF,1527,2025
B03029_13,B03029,Pandalam,13,Vallana,Bilekha T,Pathanamthitta,Block Panchayat,CPI(M),LDF,1396,2025
B03029_14,B03029,Pandalam,14,Neervilakom,Sheeja,Pathanamthitta,Block Panchayat,BJP,NDA,1322,2025
B03030_1,B03030,Parakodu,1,Thengamam,Sunil K,Pathanamthitta,Block Panchayat,INC,UDF,4106,2025
B03030_2,B03030,Parakodu,2,Pazhakulam,Maya,Pathanamthitta,Block Panchayat,CPI,LDF,4174,2025
B03030_3,B03030,Parakodu,3,Peringanad,Shaji Varghese T V,Pathanamthitta,Block Panchayat,CPI,LDF,3626,2025
B03030_4,B03030,Parakodu,4,Vadakkadethukavu,Sobhana,Pathanamthitta,Block Panchayat,INC,UDF,3689,2025
B03030_5,B03030,Parakodu,5,Ezhamkulam,Murali,Pathanamthitta,Block Panchayat,INC,UDF,2647,2025
B03030_6,B03030,Parakodu,6,Aickad,Aji Kumar,Pathanamthitta,Block Panchayat,INC,UDF,3125,2025
B03030_7,B03030,Parakodu,7,Angadickal High School,Lalikutty M K,Pathanamthitta,Block Panchayat,INC,UDF,4029,2025
B03030_8,B03030,Parakodu,8,Nedumonkavu,Bini Raj,Pathanamthitta,Block Panchayat,INC,UDF,2946,2025
B03030_9,B03030,Parakodu,9,Koodal,Aswathy N,Pathanamthitta,Block Panchayat,CPI(M),LDF,2857,2025
B03030_10,B03030,Parakodu,10,Kalanjoor,Arun P S,Pathanamthitta,Block Panchayat,BJP,NDA,2588,2025
B03030_11,B03030,Parakodu,11,Elamannoor,Sujakumari,Pathanamthitta,Block Panchayat,CPI(M),LDF,2944,2025
B03030_12,B03030,Parakodu,12,Kunnida,Udayareshmi,Pathanamthitta,Block Panchayat,CPI(M),LDF,2868,2025
B03030_13,B03030,Parakodu,13,Kaithaparambu,Sreedevi  B,Pathanamthitta,Block Panchayat,INC,UDF,3512,2025
B03030_14,B03030,Parakodu,14,Enathu,Saji D,Pathanamthitta,Block Panchayat,CPI(M),LDF,3631,2025
B03030_15,B03030,Parakodu,15,Veluthampi Dalawa,Ushakumari,Pathanamthitta,Block Panchayat,INC,UDF,3653,2025
B03030_16,B03030,Parakodu,16,Kadampanadu,Suresh K G,Pathanamthitta,Block Panchayat,INC,UDF,4024,2025
B03024_1,B03024,Pulikkeezhu,1,Alamthuruthy,Soman Thamarachalil,Pathanamthitta,Block Panchayat,KC(M),LDF,1790,2025
B03024_2,B03024,Pulikkeezhu,2,Karakkal,Eappen Kurien,Pathanamthitta,Block Panchayat,INC,UDF,1514,2025
B03024_3,B03024,Pulikkeezhu,3,Peringara,Rajeshkumar (Adv. Rajesh),Pathanamthitta,Block Panchayat,INC,UDF,1656,2025
B03024_4,B03024,Pulikkeezhu,4,Podiyadi,Sasikala Sreekumar,Pathanamthitta,Block Panchayat,CPI(M),LDF,1508,2025
B03024_5,B03024,Pulikkeezhu,5,Kuttoor,Prasanna Kumari,Pathanamthitta,Block Panchayat,INC,UDF,1630,2025
B03024_6,B03024,Pulikkeezhu,6,Thymaravumkara,Joy  K George,Pathanamthitta,Block Panchayat,KC,UDF,1331,2025
B03024_7,B03024,Pulikkeezhu,7,Othera,Bindhu Kunjumon,Pathanamthitta,Block Panchayat,INC,UDF,1445,2025
B03024_8,B03024,Pulikkeezhu,8,Parumala,Francis  V Antony (Biju),Pathanamthitta,Block Panchayat,CPI(M),LDF,2093,2025
B03024_9,B03024,Pulikkeezhu,9,Kadapra,Nisha Ashokan,Pathanamthitta,Block Panchayat,INC,UDF,1496,2025
B03024_10,B03024,Pulikkeezhu,10,Niranam,Raichal Varghese,Pathanamthitta,Block Panchayat,KC,UDF,1563,2025
B03024_11,B03024,Pulikkeezhu,11,Kombankery,Jolly,Pathanamthitta,Block Panchayat,INC,UDF,1527,2025
B03024_12,B03024,Pulikkeezhu,12,Kannassa,John V Chacko,Pathanamthitta,Block Panchayat,INC,UDF,1830,2025
B03024_13,B03024,Pulikkeezhu,13,Pulikeezhu,Thomas Varughese P,Pathanamthitta,Block Panchayat,INC,UDF,1354,2025
B03024_14,B03024,Pulikkeezhu,14,Nedumpuram,Rajani S (Rajani Krishna),Pathanamthitta,Block Panchayat,CPI(M),LDF,1789,2025
B03027_1,B03027,Ranni,1,Makkappuzha,Sanoj Memana,Pathanamthitta,Block Panchayat,KC(Jacob),UDF,3518,2025
B03027_2,B03027,Ranni,2,Pazhavangadi,John Abraham,Pathanamthitta,Block Panchayat,INC,UDF,3944,2025
B03027_3,B03027,Ranni,3,Naranammoozhy,Soniya Manoj,Pathanamthitta,Block Panchayat,INC,UDF,3536,2025
B03027_4,B03027,Ranni,4,Vechoochira,Mercy Phillip,Pathanamthitta,Block Panchayat,INC,UDF,3418,2025
B03027_5,B03027,Ranni,5,Kollamula,Nisha  Alex,Pathanamthitta,Block Panchayat,INC,UDF,4231,2025
B03027_6,B03027,Ranni,6,Perunad,Binu Vayaranmaruthikkal,Pathanamthitta,Block Panchayat,INC,UDF,3175,2025
B03027_7,B03027,Ranni,7,Angammoozhy,Mahesh P  R,Pathanamthitta,Block Panchayat,CPI,LDF,3052,2025
B03027_8,B03027,Ranni,8,Seethathode,Joyal Mathew Mukkarnathu,Pathanamthitta,Block Panchayat,INC,UDF,2978,2025
B03027_9,B03027,Ranni,9,Chittar,A Basheer,Pathanamthitta,Block Panchayat,INC,UDF,3017,2025
B03027_10,B03027,Ranni,10,Mambara,Radha Prasannan,Pathanamthitta,Block Panchayat,CPI(M),LDF,2481,2025
B03027_11,B03027,Ranni,11,Vadasserikkara,Komalam Anirudhan,Pathanamthitta,Block Panchayat,CPI(M),LDF,3041,2025
B03027_12,B03027,Ranni,12,Valiyakulam,Annie  Jacob,Pathanamthitta,Block Panchayat,INC,UDF,3117,2025
B03027_13,B03027,Ranni,13,Ranni,Thomas Mathew,Pathanamthitta,Block Panchayat,CPI(M),LDF,2284,2025
B03027_14,B03027,Ranni,14,Angadi,Mercy Pandiyath,Pathanamthitta,Block Panchayat,INC,UDF,4306,2025
B01003_1,B01003,Athiyanoor,1,Muttacaud,Bency R,Thiruvananthapuram,Block Panchayat,INC,UDF,3300,2025
B01003_2,B01003,Athiyanoor,2,Peringamala,Amirtha R Prasadh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2598,2025
B01003_3,B01003,Athiyanoor,3,Payattuvila,Geethakumari R,Thiruvananthapuram,Block Panchayat,INC,UDF,2837,2025
B01003_4,B01003,Athiyanoor,4,Avanakuzhi,Vasantha P,Thiruvananthapuram,Block Panchayat,INC,UDF,2729,2025
B01003_5,B01003,Athiyanoor,5,Athiyannoor,Anikuttan R,Thiruvananthapuram,Block Panchayat,BJP,NDA,2752,2025
B01003_6,B01003,Athiyanoor,6,Venpakal,R Sanalraj,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2618,2025
B01003_7,B01003,Athiyanoor,7,Nellimood,M R Dipin,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2816,2025
B01003_8,B01003,Athiyanoor,8,Kanjiramkulam,Nikhila N L,Thiruvananthapuram,Block Panchayat,INC,UDF,3637,2025
B01003_9,B01003,Athiyanoor,9,Lourdupuram,Sarath Kumar S R,Thiruvananthapuram,Block Panchayat,INC,UDF,3042,2025
B01003_10,B01003,Athiyanoor,10,Karumkulam,Francis P,Thiruvananthapuram,Block Panchayat,INC,UDF,2688,2025
B01003_11,B01003,Athiyanoor,11,Pulluvila,Vidhya V S,Thiruvananthapuram,Block Panchayat,INC,UDF,4060,2025
B01003_12,B01003,Athiyanoor,12,Adimalathura,Judy Dileep,Thiruvananthapuram,Block Panchayat,INC,UDF,3300,2025
B01003_13,B01003,Athiyanoor,13,Kottukal,Ks Rajan,Thiruvananthapuram,Block Panchayat,INC,UDF,2303,2025
B01003_14,B01003,Athiyanoor,14,Venganoor,Arun U S (Kuttan),Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2716,2025
B01010_1,B01010,Chirayinkeezhu,1,Kaikkara,Jude George,Thiruvananthapuram,Block Panchayat,INC,UDF,2305,2025
B01010_2,B01010,Chirayinkeezhu,2,Vakkom,Geetha Suresh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,1775,2025
B01010_3,B01010,Chirayinkeezhu,3,Nilakkamukku,Vakkom Ajith,Thiruvananthapuram,Block Panchayat,BJP,NDA,2611,2025
B01010_4,B01010,Chirayinkeezhu,4,Keezhattingal,Ansar Perumkulam,Thiruvananthapuram,Block Panchayat,INC,UDF,3124,2025
B01010_5,B01010,Chirayinkeezhu,5,Puravoor,Manju Pradeep,Thiruvananthapuram,Block Panchayat,INC,UDF,2806,2025
B01010_6,B01010,Chirayinkeezhu,6,Mudakkal,Adv. Lisharaj,Thiruvananthapuram,Block Panchayat,INC,UDF,2612,2025
B01010_7,B01010,Chirayinkeezhu,7,Ayilam,Bindhu P,Thiruvananthapuram,Block Panchayat,BJP,NDA,3471,2025
B01010_8,B01010,Chirayinkeezhu,8,Edakkodu,Nanduraj R P,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3264,2025
B01010_9,B01010,Chirayinkeezhu,9,Kizhuvilam,Santhi V K,Thiruvananthapuram,Block Panchayat,INC,UDF,2643,2025
B01010_10,B01010,Chirayinkeezhu,10,Koonthalloor,Jayanthi Krishna,Thiruvananthapuram,Block Panchayat,INC,UDF,2277,2025
B01010_11,B01010,Chirayinkeezhu,11,Sarkkara,Sajith Ummar,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2694,2025
B01010_12,B01010,Chirayinkeezhu,12,Chirayinkeezhu,Nisa Reeju,Thiruvananthapuram,Block Panchayat,BJP,NDA,2788,2025
B01010_13,B01010,Chirayinkeezhu,13,Kadakkavoor,P Manikandan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2630,2025
B01010_14,B01010,Chirayinkeezhu,14,Anchuthengu,B. S. Anoop,Thiruvananthapuram,Block Panchayat,INC,UDF,2964,2025
B01009_1,B01009,Kilimanoor,1,Pallickal,Haseena,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3350,2025
B01009_2,B01009,Kilimanoor,2,Madavoor,Shahina R,Thiruvananthapuram,Block Panchayat,INC,UDF,3320,2025
B01009_3,B01009,Kilimanoor,3,Thumbodu,Anilkumar (Kuttan),Thiruvananthapuram,Block Panchayat,INC,UDF,3076,2025
B01009_4,B01009,Kilimanoor,4,Ponganadu,Aswani B,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3080,2025
B01009_5,B01009,Kilimanoor,5,Kilimanoor,Sariga C. S.,Thiruvananthapuram,Block Panchayat,CPI,LDF,3081,2025
B01009_6,B01009,Kilimanoor,6,Adayamon,A. R. Shameem,Thiruvananthapuram,Block Panchayat,INC,UDF,3678,2025
B01009_7,B01009,Kilimanoor,7,Pazhayakunnummel,Adv. N. Shefin,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3156,2025
B01009_8,B01009,Kilimanoor,8,Pulimath,A. R. Niyas,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3819,2025
B01009_9,B01009,Kilimanoor,9,Koduvazhannoor,Kannan Pullayil,Thiruvananthapuram,Block Panchayat,INC,UDF,4508,2025
B01009_10,B01009,Kilimanoor,10,Nagaroor,G. Sheeba,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4676,2025
B01009_11,B01009,Kilimanoor,11,Vellalloor,Leena V R,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3772,2025
B01009_12,B01009,Kilimanoor,12,Vanchiyoor,Sajeer Rajakumari,Thiruvananthapuram,Block Panchayat,JD(S),LDF,2764,2025
B01009_13,B01009,Kilimanoor,13,Karavaram,Lilly G,Thiruvananthapuram,Block Panchayat,CPI,LDF,3872,2025
B01009_14,B01009,Kilimanoor,14,Kallambalam,K. Thampi,Thiruvananthapuram,Block Panchayat,INC,UDF,3756,2025
B01009_15,B01009,Kilimanoor,15,Navayikulam,M. J. Saidali,Thiruvananthapuram,Block Panchayat,INC,UDF,4069,2025
B01009_16,B01009,Kilimanoor,16,Thrikkovilvattom,Mayarani Teacher,Thiruvananthapuram,Block Panchayat,INC,UDF,3886,2025
B01007_1,B01007,Nedumangad,1,Panavoor,Shuhurudeen,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2735,2025
B01007_2,B01007,Nedumangad,2,Aattukal,R. Vaiju,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3220,2025
B01007_3,B01007,Nedumangad,3,Chullimanoor,M.K. Anilkumar,Thiruvananthapuram,Block Panchayat,CPI,LDF,3510,2025
B01007_4,B01007,Nedumangad,4,Aruvikkara,Bindu  S.,Thiruvananthapuram,Block Panchayat,INC,UDF,3916,2025
B01007_5,B01007,Nedumangad,5,Cheriyakonni,Renukaravi,Thiruvananthapuram,Block Panchayat,CPI,LDF,3327,2025
B01007_6,B01007,Nedumangad,6,Azhikkode,Geethanjali,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3698,2025
B01007_7,B01007,Nedumangad,7,Karakulam,Suresh Kumar  S.,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3367,2025
B01007_8,B01007,Nedumangad,8,Eanikkara,T.Geetha,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3082,2025
B01007_9,B01007,Nedumangad,9,Maruthoor,Vattappara B. Jayakumar,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2924,2025
B01007_10,B01007,Nedumangad,10,Vattappara,S.K. Aswathy,Thiruvananthapuram,Block Panchayat,CPI,UDF,2796,2025
B01007_11,B01007,Nedumangad,11,Nannattukavu,Faizal  Nannattukavu,Thiruvananthapuram,Block Panchayat,INC,UDF,2290,2025
B01007_12,B01007,Nedumangad,12,Vettinadu,Beena Jayan,Thiruvananthapuram,Block Panchayat,INC,UDF,3366,2025
B01007_13,B01007,Nedumangad,13,Vembayam,K.P. Sujatha,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2925,2025
B01007_14,B01007,Nedumangad,14,Thekkada,A. Suresh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3126,2025
B01007_15,B01007,Nedumangad,15,Venkavila,V.R. Deepthidevi,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3536,2025
B01004_1,B01004,Nemom,1,Puliyarakonam,P.Shanmukham,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4147,2025
B01004_2,B01004,Nemom,2,Vilappilsala,Deepak Vilappil,Thiruvananthapuram,Block Panchayat,BJP,NDA,4464,2025
B01004_3,B01004,Nemom,3,Malayinkeezhu,Chandran Nair. S,Thiruvananthapuram,Block Panchayat,RJD,LDF,4117,2025
B01004_4,B01004,Nemom,4,Maranalloor,A. Sureshkumar,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3637,2025
B01004_5,B01004,Nemom,5,Melariyodu,Kumari.  G. S. Rekha,Thiruvananthapuram,Block Panchayat,BJP,NDA,3563,2025
B01004_6,B01004,Nemom,6,Ooruttambalam,Indulekha. V. A,Thiruvananthapuram,Block Panchayat,INC,UDF,3256,2025
B01004_7,B01004,Nemom,7,Balaramapuram,Sreekandan A,Thiruvananthapuram,Block Panchayat,BJP,NDA,3326,2025
B01004_8,B01004,Nemom,8,Anthiyoor,L. Jose,Thiruvananthapuram,Block Panchayat,INC,UDF,4155,2025
B01004_9,B01004,Nemom,9,Poonkodu,C R Sunu,Thiruvananthapuram,Block Panchayat,KC(M),LDF,5710,2025
B01004_10,B01004,Nemom,10,Kalliyoor,Mini. A,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4051,2025
B01004_11,B01004,Nemom,11,Poonkulam,Shyni Teacher,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3444,2025
B01004_12,B01004,Nemom,12,Vellayani,R. Jayalekshmi,Thiruvananthapuram,Block Panchayat,BJP,NDA,4315,2025
B01004_13,B01004,Nemom,13,Pravachambalam,Rajesh. J,Thiruvananthapuram,Block Panchayat,CPI,LDF,3777,2025
B01004_14,B01004,Nemom,14,Thannivila,Kumari Nishi. Y. J,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3807,2025
B01004_15,B01004,Nemom,15,Valiyarathala,L Anitha,Thiruvananthapuram,Block Panchayat,INC,UDF,3664,2025
B01004_16,B01004,Nemom,16,Machel,R Jayakumari,Thiruvananthapuram,Block Panchayat,INC,UDF,4288,2025
B01004_17,B01004,Nemom,17,Perukavu,V Anil Kumar (Unni),Thiruvananthapuram,Block Panchayat,BJP,NDA,3512,2025
B01004_18,B01004,Nemom,18,Peyadu,B S Florence Sarojam,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3500,2025
B01001_1,B01001,Parassala,1,Puthankada,Prageeth .G.G,Thiruvananthapuram,Block Panchayat,INC,UDF,4505,2025
B01001_2,B01001,Parassala,2,Thirupuram,S.Lijikumar,Thiruvananthapuram,Block Panchayat,INC,UDF,3720,2025
B01001_3,B01001,Parassala,3,Chenkal,S.Ushakumari,Thiruvananthapuram,Block Panchayat,INC,UDF,4701,2025
B01001_4,B01001,Parassala,4,Udiyankulangara,Archana.B.R,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3898,2025
B01001_5,B01001,Parassala,5,Ponvila,Ancy.V.Das,Thiruvananthapuram,Block Panchayat,INC,UDF,4345,2025
B01001_6,B01001,Parassala,6,Parasuvaikkal,Bindu K Sukumar,Thiruvananthapuram,Block Panchayat,INC,UDF,4010,2025
B01001_7,B01001,Parassala,7,Karumanoor,Vinitha Santhosh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2949,2025
B01001_8,B01001,Parassala,8,Parassala Town,V.Arun,Thiruvananthapuram,Block Panchayat,INC,UDF,4843,2025
B01001_9,B01001,Parassala,9,Chenkavila,Maradi Sanil,Thiruvananthapuram,Block Panchayat,INC,UDF,3879,2025
B01001_10,B01001,Parassala,10,Karode,Bindu,Thiruvananthapuram,Block Panchayat,INC,UDF,4178,2025
B01001_11,B01001,Parassala,11,Kulathoor,Praveena.C.P,Thiruvananthapuram,Block Panchayat,INC,UDF,3393,2025
B01001_12,B01001,Parassala,12,Pozhiyoor,Ratnaraj K E,Thiruvananthapuram,Block Panchayat,INC,UDF,3669,2025
B01001_13,B01001,Parassala,13,Poozhikkunnu,R.K.Mohanakumar,Thiruvananthapuram,Block Panchayat,CPI,LDF,3254,2025
B01001_14,B01001,Parassala,14,Poovar,Sobhana Kalppas,Thiruvananthapuram,Block Panchayat,INC,UDF,5434,2025
B01001_15,B01001,Parassala,15,Arumanoor,Saleela P,Thiruvananthapuram,Block Panchayat,INC,UDF,3125,2025
B01002_1,B01002,Perumkadavila,1,Kallikkadu,Sajani Mol J C,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4023,2025
B01002_2,B01002,Perumkadavila,2,Amboori,Saji M,Thiruvananthapuram,Block Panchayat,CPI,LDF,3525,2025
B01002_3,B01002,Perumkadavila,3,Kovilloor,Charivila Rajesh,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3995,2025
B01002_4,B01002,Perumkadavila,4,Vellarada,I B Sam David,Thiruvananthapuram,Block Panchayat,CPI,LDF,3863,2025
B01002_5,B01002,Perumkadavila,5,Panachamoodu,Panachamoodu Udayan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,4196,2025
B01002_6,B01002,Perumkadavila,6,Anavoor,Laila D,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3727,2025
B01002_7,B01002,Perumkadavila,7,Paliyodu,K S Sheeba Rani,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3518,2025
B01002_8,B01002,Perumkadavila,8,Kunnathukal,Kunnathukal Manikandan,Thiruvananthapuram,Block Panchayat,INC,UDF,4207,2025
B01002_9,B01002,Perumkadavila,9,Manchavilakom,Vijisha V S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3496,2025
B01002_10,B01002,Perumkadavila,10,Dhanuvachapuram,Dolly R,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3624,2025
B01002_11,B01002,Perumkadavila,11,Marayamuttom,Sunil S,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3706,2025
B01002_12,B01002,Perumkadavila,12,Perumkadavila,M S Parvathy,Thiruvananthapuram,Block Panchayat,INC,UDF,3089,2025
B01002_13,B01002,Perumkadavila,13,Aryancode,Sreeju S V,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2911,2025
B01002_14,B01002,Perumkadavila,14,Chemboor,Mukkolavila Rajesh,Thiruvananthapuram,Block Panchayat,BJP,NDA,3182,2025
B01002_15,B01002,Perumkadavila,15,Vazhichal,Adv Anju B Sunil,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2749,2025
B01002_16,B01002,Perumkadavila,16,Ottasekharamangalam,Arya Teacher,Thiruvananthapuram,Block Panchayat,CPI,LDF,4044,2025
B01005_1,B01005,Pothencode,1,Azhoor,R Anil,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,2586,2025
B01005_2,B01005,Pothencode,2,Muttappalam,Sunilshankar,Thiruvananthapuram,Block Panchayat,BJP,NDA,2395,2025
B01005_3,B01005,Pothencode,3,Veiloor,Rajithakumari,Thiruvananthapuram,Block Panchayat,BJP,NDA,2448,2025
B01005_4,B01005,Pothencode,4,Kudavoor,R Jayan,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3157,2025
B01005_5,B01005,Pothencode,5,Murukkumpuzha,Ajitha S R,Thiruvananthapuram,Block Panchayat,INC,UDF,3261,2025
B01005_6,B01005,Pothencode,6,Manjamala,Nayana V B,Thiruvananthapuram,Block Panchayat,CPI,LDF,3979,2025
B01005_7,B01005,Pothencode,7,Pothencode,Praveen.M,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3024,2025
B01005_8,B01005,Pothencode,8,Panimoola,V S Bindu,Thiruvananthapuram,Block Panchayat,CPI(M),LDF,3119,2025
B01005_9,B01005,Pothencode,9,Andoorkonam,Bhuvanendran Nair,Thiruvananthapuram,Block Panchayat,INC,UDF,2083,2025
B01005_10,B01005,Pothencode,10,Kaniyapuram,Farook Kaniyapuram,Thiruvananthapuram,Block Panchayat,INC,UDF,2308,2025
B01005_11,B01005,Pothencode,11,Maithani,Shajin Rajendran,Thiruvananthapuram,Block Panchayat,INC,UDF,3897,2025
B01005_12,B01005,Pothencode,12,Menamkulam,Pushpa Vijayan,Thiruvananthapuram,Block Panchayat,INC,UDF,2461,2025
