lsgi_code_ward_number,sec_kerala_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
G08022_3,G08022,Vallathole Nagar,3,Museum,Smitha Hari,Thrissur,Grama Panchayat,CPI(M),LDF,415,2025
G08022_4,G08022,Vallathole Nagar,4,Cheruthuruthi Town,P.A.Salma,Thrissur,Grama Panchayat,CPI(M),LDF,371,2025
G08022_5,G08022,Vallathole Nagar,5,Mecheri,V.R.Anoop,Thrissur,Grama Panchayat,CPI(M),LDF,496,2025
G08022_6,G08022,Vallathole Nagar,6,Onnammile,U.Suchithra,Thrissur,Grama Panchayat,CPI(M),LDF,306,2025
G08022_7,G08022,Vallathole Nagar,7,Kalamandalam,Abdulkabeer,Thrissur,Grama Panchayat,IUML,UDF,505,2025
G08022_8,G08022,Vallathole Nagar,8,Vettikkattiri,Nisha Ramesh,Thrissur,Grama Panchayat,CPI(M),LDF,536,2025
G08022_9,G08022,Vallathole Nagar,9,Vettikattiri  School,Preetha Soman,Thrissur,Grama Panchayat,CPI(M),LDF,380,2025
G08022_10,G08022,Vallathole Nagar,10,Thazhapra,Jafar,Thrissur,Grama Panchayat,IND,OTH,560,2025
G08022_11,G08022,Vallathole Nagar,11,Nambulli Paramb,Shamna P A,Thrissur,Grama Panchayat,CPI(M),LDF,540,2025
G08022_12,G08022,Vallathole Nagar,12,Erattakulam,Sruthi.K.S,Thrissur,Grama Panchayat,CPI(M),LDF,526,2025
G08022_13,G08022,Vallathole Nagar,13,Cheruthuruthi School,P.L.Anilkumar,Thrissur,Grama Panchayat,CPI,LDF,377,2025
G08022_14,G08022,Vallathole Nagar,14,Cheyikkal,C.H.Hafsath,Thrissur,Grama Panchayat,CPI(M),LDF,421,2025
G08022_15,G08022,Vallathole Nagar,15,Puthussery  School,C.R.Manikandan,Thrissur,Grama Panchayat,CPI(M),LDF,506,2025
G08022_16,G08022,Vallathole Nagar,16,Nedumpura,Sheeja,Thrissur,Grama Panchayat,CPI(M),LDF,525,2025
G08022_17,G08022,Vallathole Nagar,17,Panniyadi,V.K.Abdul Latheef,Thrissur,Grama Panchayat,CPI(M),LDF,405,2025
G08022_18,G08022,Vallathole Nagar,18,Pallikkal,C.P.Narayanan,Thrissur,Grama Panchayat,BJP,NDA,453,2025
G08068_1,G08068,Varantharappilly,1,Vadanthol,Shilji Sudheesh,Thrissur,Grama Panchayat,INC,UDF,674,2025
G08068_2,G08068,Varantharappilly,2,Koranody,Meena Madhanan,Thrissur,Grama Panchayat,INC,UDF,508,2025
G08068_3,G08068,Varantharappilly,3,Varandarappilly North,Sathar,Thrissur,Grama Panchayat,CPI(M),LDF,414,2025
G08068_4,G08068,Varantharappilly,4,Vadakkumury,Vijitha Jayadeepan,Thrissur,Grama Panchayat,BJP,NDA,458,2025
G08068_5,G08068,Varantharappilly,5,Velupadam Madam,Sudhini Rajeevan,Thrissur,Grama Panchayat,INC,UDF,551,2025
G08068_6,G08068,Varantharappilly,6,Velupadam,Anthony Ponnary,Thrissur,Grama Panchayat,INC,UDF,580,2025
G08068_7,G08068,Varantharappilly,7,Pulikkanni,Suhara Majeed,Thrissur,Grama Panchayat,IND,OTH,578,2025
G08068_8,G08068,Varantharappilly,8,Palappilly,Sathi Ravi,Thrissur,Grama Panchayat,IUML,UDF,503,2025
G08068_9,G08068,Varantharappilly,9,Echippara,Shadiya Afsal,Thrissur,Grama Panchayat,INC,UDF,306,2025
G08068_10,G08068,Varantharappilly,10,Kundayi,Sineesh M S,Thrissur,Grama Panchayat,CPI(M),LDF,217,2025
G08068_11,G08068,Varantharappilly,11,Kannattupadam,K S Jishad,Thrissur,Grama Panchayat,INC,UDF,540,2025
G08068_12,G08068,Varantharappilly,12,Inchakundu,Rosily Thomas,Thrissur,Grama Panchayat,KC(M),LDF,343,2025
G08068_13,G08068,Varantharappilly,13,Mupliyam,Lilly Baby,Thrissur,Grama Panchayat,IND,OTH,599,2025
G08068_14,G08068,Varantharappilly,14,Pound - Karikulam Kadavu,Ansy Thomas,Thrissur,Grama Panchayat,CPI(M),UDF,542,2025
G08068_15,G08068,Varantharappilly,15,Kalavarakkunnu,Bindu Basheer,Thrissur,Grama Panchayat,CPI(M),LDF,416,2025
G08068_16,G08068,Varantharappilly,16,Pidikkaparambu,Mukundan Palathinkal,Thrissur,Grama Panchayat,BJP,NDA,596,2025
G08068_17,G08068,Varantharappilly,17,Kunjakkara,Nivedhya Sajil,Thrissur,Grama Panchayat,CPI(M),LDF,543,2025
G08068_18,G08068,Varantharappilly,18,Manjur,Arun V B,Thrissur,Grama Panchayat,BJP,NDA,680,2025
G08068_19,G08068,Varantharappilly,19,Thekkumury,Bindu Priyan,Thrissur,Grama Panchayat,BJP,NDA,572,2025
G08068_20,G08068,Varantharappilly,20,Nandipulam,Santo Nandipulam,Thrissur,Grama Panchayat,INC,UDF,726,2025
G08068_21,G08068,Varantharappilly,21,Attappilly,Rajani Sivaraman,Thrissur,Grama Panchayat,CPI(M),LDF,614,2025
G08068_22,G08068,Varantharappilly,22,Mattumala,Sheeba Sandeep,Thrissur,Grama Panchayat,CPI(M),LDF,604,2025
G08068_23,G08068,Varantharappilly,23,Varandarappilly South,Melbin (Kannan),Thrissur,Grama Panchayat,BJP,NDA,488,2025
G08068_24,G08068,Varantharappilly,24,Mattil Desam,Lisa,Thrissur,Grama Panchayat,INC,UDF,572,2025
G08019_1,G08019,Varavoor,1,Cheloor,P. V. Vapputti,Thrissur,Grama Panchayat,INC,UDF,427,2025
G08019_2,G08019,Varavoor,2,Parappuram,Beevathukutty  T. M.,Thrissur,Grama Panchayat,IUML,UDF,318,2025
G08019_3,G08019,Varavoor,3,Thali,Nasar T. M.,Thrissur,Grama Panchayat,IUML,UDF,506,2025
G08019_4,G08019,Varavoor,4,Pilakkad,Vijayalakshmi C.,Thrissur,Grama Panchayat,CPI,LDF,444,2025
G08019_5,G08019,Varavoor,5,Varavoor Highschool,K. C. Sheela,Thrissur,Grama Panchayat,CPI(M),LDF,329,2025
G08019_6,G08019,Varavoor,6,Ramankulam,Subeesh P.S,Thrissur,Grama Panchayat,BJP,NDA,271,2025
G08019_7,G08019,Varavoor,7,Palakkal,N. S. Sajeesh,Thrissur,Grama Panchayat,CPI(M),LDF,343,2025
G08019_8,G08019,Varavoor,8,Varavoor L P School,Bindu Nadarajan,Thrissur,Grama Panchayat,BJP,NDA,404,2025
G08019_9,G08019,Varavoor,9,Kammully,P. K. Yasoda,Thrissur,Grama Panchayat,CPI(M),LDF,351,2025
G08019_10,G08019,Varavoor,10,Kumarappanal,T. Y. Asharaf,Thrissur,Grama Panchayat,CPI(M),LDF,286,2025
G08019_11,G08019,Varavoor,11,Vettukkad,V. K. Pushpa,Thrissur,Grama Panchayat,CPI(M),LDF,548,2025
G08019_12,G08019,Varavoor,12,Varavoor Valvu,U. B. Kannan,Thrissur,Grama Panchayat,CPI(M),LDF,422,2025
G08019_13,G08019,Varavoor,13,Kottupuram,Shareena M. K.,Thrissur,Grama Panchayat,IUML,UDF,446,2025
G08019_14,G08019,Varavoor,14,Kozhikottukulam,Preethi Shaju,Thrissur,Grama Panchayat,CPI(M),LDF,366,2025
G08019_15,G08019,Varavoor,15,Devichira,Ramakrishnan,Thrissur,Grama Panchayat,CPI(M),LDF,395,2025
G08019_16,G08019,Varavoor,16,Thichur,Shamnas Thichur,Thrissur,Grama Panchayat,IND,OTH,298,2025
G08076_1,G08076,Vellangalur,1,Kunnathur,Rajani,Thrissur,Grama Panchayat,CPI(M),LDF,659,2025
G08076_2,G08076,Vellangalur,2,Velayanad,Manju Anil,Thrissur,Grama Panchayat,INC,UDF,516,2025
G08076_3,G08076,Vellangalur,3,Ettangadi,Biju Paul,Thrissur,Grama Panchayat,INC,UDF,434,2025
G08076_4,G08076,Vellangalur,4,Apple Bazar,Shamsu V K,Thrissur,Grama Panchayat,INC,UDF,480,2025
G08076_5,G08076,Vellangalur,5,Aanakkal,Mini,Thrissur,Grama Panchayat,CPI(M),LDF,469,2025
G08076_6,G08076,Vellangalur,6,Manakkalapadi,Asmabi T K,Thrissur,Grama Panchayat,CPI(M),LDF,519,2025
G08076_7,G08076,Vellangalur,7,Konathukunnu,Ratheesh,Thrissur,Grama Panchayat,CPI(M),LDF,421,2025
G08076_8,G08076,Vellangalur,8,Punchaparambu,Ramesh,Thrissur,Grama Panchayat,INC,UDF,461,2025
G08076_9,G08076,Vellangalur,9,Palaprakunnu,Geetha,Thrissur,Grama Panchayat,INC,UDF,498,2025
G08076_10,G08076,Vellangalur,10,Karumathra,Mini,Thrissur,Grama Panchayat,INC,UDF,492,2025
G08076_11,G08076,Vellangalur,11,Nedunganathukunnu,Muhammed Riyas,Thrissur,Grama Panchayat,INC,UDF,445,2025
G08076_12,G08076,Vellangalur,12,Kadalayi,Mussammilu,Thrissur,Grama Panchayat,INC,UDF,396,2025
G08076_13,G08076,Vellangalur,13,Karupadanna,Sulekha,Thrissur,Grama Panchayat,INC,UDF,590,2025
G08076_14,G08076,Vellangalur,14,Pezhumkadu,Preethi,Thrissur,Grama Panchayat,INC,UDF,657,2025
G08076_15,G08076,Vellangalur,15,Vallivattam East,Fathima Fasna,Thrissur,Grama Panchayat,CPI(M),LDF,514,2025
G08076_16,G08076,Vellangalur,16,Amarippadam,Shaji,Thrissur,Grama Panchayat,CPI(M),LDF,523,2025
G08076_17,G08076,Vellangalur,17,Puvathum Kadavu,Mukesh,Thrissur,Grama Panchayat,CPI(M),LDF,529,2025
G08076_18,G08076,Vellangalur,18,Bralam,Shibin,Thrissur,Grama Panchayat,BJP,NDA,564,2025
G08076_19,G08076,Vellangalur,19,Chirattakunnu,Priya,Thrissur,Grama Panchayat,BJP,NDA,442,2025
G08076_20,G08076,Vellangalur,20,Janatha Corner,Seetha,Thrissur,Grama Panchayat,CPI(M),LDF,429,2025
G08076_21,G08076,Vellangalur,21,Paingodu,Raghunath,Thrissur,Grama Panchayat,CPI(M),LDF,478,2025
G08076_22,G08076,Vellangalur,22,Block Junction,Sheema,Thrissur,Grama Panchayat,INC,UDF,299,2025
G08076_23,G08076,Vellangalur,23,Vellangallur,Mini,Thrissur,Grama Panchayat,CPI(M),LDF,479,2025
G08077_1,G08077,Velookkara,1,Ikkarakunnu,Binoy Ikaraparambil,Thrissur,Grama Panchayat,CPI(M),LDF,396,2025
G08077_2,G08077,Velookkara,2,Kolothumpady,Deepa Rajesh,Thrissur,Grama Panchayat,CPI(M),LDF,443,2025
G08077_3,G08077,Velookkara,3,Nadavarambu,M.V Ayyappan,Thrissur,Grama Panchayat,CPI,LDF,396,2025
G08077_4,G08077,Velookkara,4,Kallamkkunnu,Prema Naishad,Thrissur,Grama Panchayat,CPI(M),LDF,424,2025
G08077_5,G08077,Velookkara,5,Avittathur,Omanakuttan C  S,Thrissur,Grama Panchayat,CPI(M),LDF,474,2025
G08077_6,G08077,Velookkara,6,Avittathur South,Vidya Nehru,Thrissur,Grama Panchayat,INC,UDF,430,2025
G08077_7,G08077,Velookkara,7,Avittathur North,Bindu Satheesan,Thrissur,Grama Panchayat,CPI(M),LDF,626,2025
G08077_8,G08077,Velookkara,8,Thommana,John Kokkatt,Thrissur,Grama Panchayat,INC,UDF,626,2025
G08077_9,G08077,Velookkara,9,Kaduppassery,P.V Satheesan,Thrissur,Grama Panchayat,CPI(M),LDF,516,2025
G08077_10,G08077,Velookkara,10,Ayyappankavu,Sheeja Unnikrishnan,Thrissur,Grama Panchayat,CPI(M),LDF,629,2025
G08077_11,G08077,Velookkara,11,Thumbur,Hemand Kumar,Thrissur,Grama Panchayat,INC,UDF,541,2025
G08077_12,G08077,Velookkara,12,Thumbur West,Shatto Kurian,Thrissur,Grama Panchayat,INC,UDF,536,2025
G08077_13,G08077,Velookkara,13,Poonthoppu,Sandra Ammus,Thrissur,Grama Panchayat,CPI(M),LDF,478,2025
G08077_14,G08077,Velookkara,14,Patteppadam,Ramitha Sutheendran,Thrissur,Grama Panchayat,CPI(M),LDF,492,2025
G08077_15,G08077,Velookkara,15,Sivagiri,Rashmi Baburaj,Thrissur,Grama Panchayat,CPI(M),LDF,462,2025
G08077_16,G08077,Velookkara,16,Kottanellur,Lalu Vattapparampil,Thrissur,Grama Panchayat,INC,UDF,687,2025
G08077_17,G08077,Velookkara,17,Kottanellur Center,Sanija Santhosh,Thrissur,Grama Panchayat,INC,UDF,372,2025
G08077_18,G08077,Velookkara,18,Mukundhapuram,Renuka Saji,Thrissur,Grama Panchayat,BJP,NDA,304,2025
G08077_19,G08077,Velookkara,19,Vaikkara,Ujitha Suresh,Thrissur,Grama Panchayat,CPI,LDF,368,2025
G08013_1,G08013,Velur,1,Pathramangalam,Aboobacker K K,Thrissur,Grama Panchayat,INC,UDF,515,2025
G08013_2,G08013,Velur,2,Vellattanjoor,Ashna K.V.,Thrissur,Grama Panchayat,CPI(M),LDF,505,2025
G08013_3,G08013,Velur,3,Pazhayangadi,Sreemathi Janardhanan,Thrissur,Grama Panchayat,CPI(M),LDF,535,2025
G08013_4,G08013,Velur,4,Thayyur,Bindhu Nandanan,Thrissur,Grama Panchayat,CPI(M),LDF,514,2025
G08013_5,G08013,Velur,5,Kottakunnu,Ansar P H,Thrissur,Grama Panchayat,INC,UDF,476,2025
G08013_6,G08013,Velur,6,Pazhavoor,A S Chandran,Thrissur,Grama Panchayat,CPI(M),LDF,474,2025
G08013_7,G08013,Velur,7,Kodassery,Shiny Francis,Thrissur,Grama Panchayat,INC,UDF,416,2025
G08013_8,G08013,Velur,8,Kanjiral,Swapna Ramachandran,Thrissur,Grama Panchayat,INC,UDF,606,2025
G08013_9,G08013,Velur,9,Vengilassery,Badul Simon,Thrissur,Grama Panchayat,INC,UDF,482,2025
G08013_10,G08013,Velur,10,Cherukunnu,Jameela Rajeev,Thrissur,Grama Panchayat,CPI(M),LDF,482,2025
G08013_11,G08013,Velur,11,Arnose Nagar,Shiny Jibin,Thrissur,Grama Panchayat,IND,OTH,367,2025
G08013_12,G08013,Velur,12,Kuttamkulam,Nidheesh Chandran,Thrissur,Grama Panchayat,INC,UDF,528,2025
G08013_13,G08013,Velur,13,Kiraloor,Kishore  Babu,Thrissur,Grama Panchayat,INC,UDF,345,2025
G08013_14,G08013,Velur,14,Villamkode,Subha Anilkumar,Thrissur,Grama Panchayat,CPI(M),LDF,431,2025
G08013_15,G08013,Velur,15,Kurumal,Kavitha Baibu,Thrissur,Grama Panchayat,CPI(M),LDF,414,2025
G08013_16,G08013,Velur,16,Velur,Sheena Sabu,Thrissur,Grama Panchayat,INC,UDF,474,2025
G08013_17,G08013,Velur,17,Thalakottukara,Geetha Balakrishnan,Thrissur,Grama Panchayat,CPI(M),LDF,467,2025
G08013_18,G08013,Velur,18,Thandilam,Priya Teacher,Thrissur,Grama Panchayat,INC,UDF,429,2025
G08013_19,G08013,Velur,19,Kuruvannur,Ranjeev A G,Thrissur,Grama Panchayat,BJP,NDA,432,2025
G08040_1,G08040,Venkitangu,1,Padoor West,Bushara  T M,Thrissur,Grama Panchayat,IUML,UDF,428,2025
G08040_2,G08040,Venkitangu,2,Padoor East,Muhammed  Habeeb,Thrissur,Grama Panchayat,IUML,UDF,481,2025
G08040_3,G08040,Venkitangu,3,Padoor Centre,Rinitha Kabeer,Thrissur,Grama Panchayat,IND,OTH,376,2025
G08040_4,G08040,Venkitangu,4,Venkitangu West,Daisy Jomon,Thrissur,Grama Panchayat,INC,UDF,367,2025
G08040_5,G08040,Venkitangu,5,Venkitangu Centre,Gracy Jacob,Thrissur,Grama Panchayat,INC,UDF,515,2025
G08040_6,G08040,Venkitangu,6,Venkitangu,Lakshmi Mahesh,Thrissur,Grama Panchayat,INC,UDF,299,2025
G08040_7,G08040,Venkitangu,7,Kannoth,Prabeesh,Thrissur,Grama Panchayat,CPI(M),LDF,381,2025
G08040_8,G08040,Venkitangu,8,Venkitangu East,N. K. Vimala,Thrissur,Grama Panchayat,INC,UDF,474,2025
G08040_9,G08040,Venkitangu,9,Karuvanthala East,Manish,Thrissur,Grama Panchayat,CPI(M),LDF,381,2025
G08040_10,G08040,Venkitangu,10,Konjira,Ambika M K,Thrissur,Grama Panchayat,CPI,LDF,434,2025
G08040_11,G08040,Venkitangu,11,Kettungal,Abijith P V,Thrissur,Grama Panchayat,CPI(M),LDF,448,2025
G08040_12,G08040,Venkitangu,12,Karuvanthala South,A. H. Faisal,Thrissur,Grama Panchayat,INC,UDF,293,2025
G08040_13,G08040,Venkitangu,13,Mecherippadi,Sobhana,Thrissur,Grama Panchayat,CPI(M),LDF,371,2025
G08040_14,G08040,Venkitangu,14,Thoyakkavu Centre,Manikandan Manjarambath,Thrissur,Grama Panchayat,INC,UDF,416,2025
G08040_15,G08040,Venkitangu,15,Kodamukku,Sajna P A,Thrissur,Grama Panchayat,CPI(M),LDF,421,2025
G08040_16,G08040,Venkitangu,16,Thoyakkavu West,Jessy Raphel,Thrissur,Grama Panchayat,INC,UDF,483,2025
G08040_17,G08040,Venkitangu,17,Kundazhiyoor,Abdul Kareem Malaya,Thrissur,Grama Panchayat,INC,UDF,525,2025
G08040_18,G08040,Venkitangu,18,Pulikkakadavu,Saleer Karyatt,Thrissur,Grama Panchayat,INC,UDF,372,2025
C08004_1,C08004,Thrissur,1,Poonkunnam,Raghunath C Menon,Thrissur,Municipal Corporation,BJP,NDA,1210,2025
C08004_2,C08004,Thrissur,2,Kuttankulangara,Anjali Rakesh,Thrissur,Municipal Corporation,INC,UDF,1052,2025
C08004_3,C08004,Thrissur,3,Patturaikal,A V Krishnamohan,Thrissur,Municipal Corporation,BJP,NDA,1255,2025
C08004_4,C08004,Thrissur,4,Viyyur,Arun Thadathil,Thrissur,Municipal Corporation,INC,UDF,1659,2025
C08004_5,C08004,Thrissur,5,Peringavu,Sari Kishorekumar,Thrissur,Municipal Corporation,INC,UDF,1475,2025
C08004_6,C08004,Thrissur,6,Ramavarmapuram,T R Hiran,Thrissur,Municipal Corporation,CPI(M),LDF,1675,2025
C08004_7,C08004,Thrissur,7,Kuttumukku,Shibu Poruthoor,Thrissur,Municipal Corporation,INC,UDF,1464,2025
C08004_8,C08004,Thrissur,8,Villadam,Sindhu Thykkadan,Thrissur,Municipal Corporation,CPI,LDF,1524,2025
C08004_9,C08004,Thrissur,9,Cheroor,Villi Jijo,Thrissur,Municipal Corporation,INC,UDF,1447,2025
C08004_10,C08004,Thrissur,10,Gandhi Nagar,Subi Babu,Thrissur,Municipal Corporation,INC,UDF,1572,2025
C08004_11,C08004,Thrissur,11,Mukkattukara,Syamala Muraleedharan,Thrissur,Municipal Corporation,INC,UDF,1516,2025
C08004_12,C08004,Thrissur,12,Nettissery,Sintomol Sojan,Thrissur,Municipal Corporation,INC,UDF,1353,2025
C08004_13,C08004,Thrissur,13,Mullakkara,Neethu Sumesh,Thrissur,Municipal Corporation,INC,UDF,1611,2025
C08004_14,C08004,Thrissur,14,Mannuthy,Anees Ahammad T A,Thrissur,Municipal Corporation,CPI(M),LDF,1129,2025
C08004_15,C08004,Thrissur,15,Ollukkara,K Gopalakrishnan,Thrissur,Municipal Corporation,INC,UDF,1243,2025
C08004_16,C08004,Thrissur,16,Krishnapuram,Soumya Pratheesh,Thrissur,Municipal Corporation,JD(S),LDF,1774,2025
C08004_17,C08004,Thrissur,17,Kuttanellur,Hareesh Mohan,Thrissur,Municipal Corporation,INC,UDF,1744,2025
C08004_18,C08004,Thrissur,18,Chelakkottukara,T R Santhosh,Thrissur,Municipal Corporation,INC,UDF,1780,2025
C08004_19,C08004,Thrissur,19,Kalathode,M.L Rosy,Thrissur,Municipal Corporation,IND,OTH,1701,2025
C08004_20,C08004,Thrissur,20,Paravattany,Jees George,Thrissur,Municipal Corporation,CPI(M),LDF,1174,2025
C08004_21,C08004,Thrissur,21,Kizhakkumpattukara,Niji Justin,Thrissur,Municipal Corporation,INC,UDF,1559,2025
C08004_22,C08004,Thrissur,22,Chembukavu,Joy Bastin Chakkola,Thrissur,Municipal Corporation,INC,UDF,766,2025
C08004_23,C08004,Thrissur,23,Mission Quarters,Baiju Varghese,Thrissur,Municipal Corporation,INC,UDF,1037,2025
C08004_24,C08004,Thrissur,24,Kuriachira,Shomi Francis,Thrissur,Municipal Corporation,IND,OTH,1393,2025
C08004_25,C08004,Thrissur,25,Valarkavu,Mercy Aji,Thrissur,Municipal Corporation,INC,UDF,1445,2025
C08004_26,C08004,Thrissur,26,Anchery,Smitha Aneesh,Thrissur,Municipal Corporation,CPI(M),LDF,1747,2025
C08004_27,C08004,Thrissur,27,Padavaradu,Praveenlal,Thrissur,Municipal Corporation,INC,UDF,1305,2025
C08004_28,C08004,Thrissur,28,Ollur Centre,Pauly Jose,Thrissur,Municipal Corporation,INC,UDF,1194,2025
C08004_29,C08004,Thrissur,29,Edakkunny,Reshmi Unnikrishnan,Thrissur,Municipal Corporation,INC,UDF,1225,2025
C08004_30,C08004,Thrissur,30,Thaikattussery,Keerthana Karthikeyan,Thrissur,Municipal Corporation,CPI(M),LDF,1499,2025
C08004_31,C08004,Thrissur,31,Ollur,Karoli Joshwa,Thrissur,Municipal Corporation,INC,UDF,1647,2025
C08004_32,C08004,Thrissur,32,Chiyyaram,Limna Manoj,Thrissur,Municipal Corporation,IND,OTH,1985,2025
C08004_33,C08004,Thrissur,33,Chiyyaram South,Raphy Jose (Kutty Raphy),Thrissur,Municipal Corporation,IND,OTH,1336,2025
C08004_34,C08004,Thrissur,34,Kuriyachira West,Jacob Pulikkottil,Thrissur,Municipal Corporation,INC,UDF,1972,2025
C08004_35,C08004,Thrissur,35,Kannamkulangara,Mumdas ( Chinju),Thrissur,Municipal Corporation,BJP,NDA,973,2025
C08004_36,C08004,Thrissur,36,Thekkinkadu,Poornima Suresh,Thrissur,Municipal Corporation,BJP,NDA,793,2025
C08004_37,C08004,Thrissur,37,Thiruvambadi,Adv. M Reshma Menon,Thrissur,Municipal Corporation,BJP,NDA,557,2025
C08004_38,C08004,Thrissur,38,Kottappuram,Vinod Krishna (Kannan),Thrissur,Municipal Corporation,INC,NDA,745,2025
C08004_39,C08004,Thrissur,39,Poothole,P. Sukumaran,Thrissur,Municipal Corporation,CPI(M),LDF,1030,2025
C08004_40,C08004,Thrissur,40,Kokkalai,Vinshy Arunkumar,Thrissur,Municipal Corporation,BJP,NDA,947,2025
C08004_41,C08004,Thrissur,41,Vadookara,Sijith M S,Thrissur,Municipal Corporation,CPI(M),LDF,2284,2025
C08004_42,C08004,Thrissur,42,Koorkanchery,Ambily C. M.,Thrissur,Municipal Corporation,INC,UDF,1378,2025
C08004_43,C08004,Thrissur,43,Kanimangalam,Padmini Shaji,Thrissur,Municipal Corporation,BJP,NDA,1064,2025
C08004_44,C08004,Thrissur,44,Panamukku,Sheena Chandran,Thrissur,Municipal Corporation,INC,UDF,1792,2025
C08004_45,C08004,Thrissur,45,Nedupuzha,Princy Rojan,Thrissur,Municipal Corporation,INC,UDF,1685,2025
C08004_46,C08004,Thrissur,46,Kariattukara,K. Sumesh,Thrissur,Municipal Corporation,INC,UDF,1648,2025
C08004_47,C08004,Thrissur,47,Laloor,Lali James,Thrissur,Municipal Corporation,INC,UDF,2483,2025
C08004_48,C08004,Thrissur,48,Aranattukara,Vibhitha Vasu,Thrissur,Municipal Corporation,INC,UDF,1685,2025
C08004_49,C08004,Thrissur,49,Kanattukara,Sunitha,Thrissur,Municipal Corporation,CPI(M),LDF,1297,2025
C08004_50,C08004,Thrissur,50,Ayyanthole,Valsala Baburaj,Thrissur,Municipal Corporation,INC,UDF,951,2025
C08004_51,C08004,Thrissur,51,Civil Station,Prasad,Thrissur,Municipal Corporation,INC,UDF,1130,2025
C08004_52,C08004,Thrissur,52,Olari,Sajan C. George,Thrissur,Municipal Corporation,INC,UDF,1434,2025
C08004_53,C08004,Thrissur,53,Elthuruth,Shaju,Thrissur,Municipal Corporation,CPI,LDF,1525,2025
C08004_54,C08004,Thrissur,54,Chettupuzha,Baburaj E. S.,Thrissur,Municipal Corporation,INC,UDF,1329,2025
C08004_55,C08004,Thrissur,55,Pullazhi,Sunitha Vinu,Thrissur,Municipal Corporation,INC,UDF,1705,2025
C08004_56,C08004,Thrissur,56,Puthoorkara,Mefi Delson,Thrissur,Municipal Corporation,INC,UDF,2060,2025
M08032_1,M08032,Chalakudy,1,Thanippara,Joju V.  J.,Thrissur,Municipality,IND,OTH,653,2025
M08032_2,M08032,Chalakudy,2,Periachira,Reena Davis,Thrissur,Municipality,INC,UDF,640,2025
M08032_3,M08032,Chalakudy,3,Dhanya Nagar,Jessy Raphel,Thrissur,Municipality,INC,UDF,487,2025
M08032_4,M08032,Chalakudy,4,Mosco,Shifa Santhosh,Thrissur,Municipality,INC,UDF,464,2025
M08032_5,M08032,Chalakudy,5,Alavi Centre,Nidhin Pullan,Thrissur,Municipality,CPI(M),LDF,567,2025
M08032_6,M08032,Chalakudy,6,Sithara Nagar,Anagha G. Vishnupriya,Thrissur,Municipality,IND,OTH,460,2025
M08032_7,M08032,Chalakudy,7,Pottachira,Bindhu George,Thrissur,Municipality,INC,UDF,416,2025
M08032_8,M08032,Chalakudy,8,Vyasa School,Valsan  Chambakkara,Thrissur,Municipality,INC,UDF,582,2025
M08032_9,M08032,Chalakudy,9,Parakottikkal Temple,Vinitha Shanto,Thrissur,Municipality,INC,UDF,517,2025
M08032_10,M08032,Chalakudy,10,Aryankala,Ligy Jojy,Thrissur,Municipality,IND,OTH,349,2025
M08032_11,M08032,Chalakudy,11,St. Joseph Church,Wilson Panattuparmbil,Thrissur,Municipality,IND,OTH,608,2025
M08032_12,M08032,Chalakudy,12,Koodapuzha Church,Raison Alukka,Thrissur,Municipality,INC,UDF,660,2025
M08032_13,M08032,Chalakudy,13,Thirumanthamkunnu Temple,Sucy Sunil,Thrissur,Municipality,INC,UDF,399,2025
M08032_14,M08032,Chalakudy,14,A R S Farm,Usha Parameswaran,Thrissur,Municipality,IND,OTH,444,2025
M08032_15,M08032,Chalakudy,15,Gandhi Nagar,O. S. Chandran,Thrissur,Municipality,INC,UDF,505,2025
M08032_16,M08032,Chalakudy,16,St. James Hospital,Nitha Ajeesh,Thrissur,Municipality,IND,OTH,400,2025
M08032_17,M08032,Chalakudy,17,St. Marys Church,Alphonsa Chacko,Thrissur,Municipality,IND,OTH,414,2025
M08032_18,M08032,Chalakudy,18,Arattukadavu,Reshma Rajesh,Thrissur,Municipality,INC,UDF,464,2025
M08032_19,M08032,Chalakudy,19,Vettukadavu,Jeo Kizhakumthala,Thrissur,Municipality,INC,UDF,498,2025
M08032_20,M08032,Chalakudy,20,Chenathunadu,Dincy Arun,Thrissur,Municipality,INC,UDF,449,2025
M08032_21,M08032,Chalakudy,21,Gayathri Ashramam,Mercy Teacher,Thrissur,Municipality,INC,UDF,255,2025
M08032_22,M08032,Chalakudy,22,Kannampuzha Temple,Unnikrishnan. K. B,Thrissur,Municipality,BJP,NDA,448,2025
M08032_23,M08032,Chalakudy,23,Housing Board,V. J. Joji,Thrissur,Municipality,KC(M),LDF,313,2025
M08032_24,M08032,Chalakudy,24,Municipal Office,Adv. Biju. S. Chirayathu,Thrissur,Municipality,INC,UDF,571,2025
M08032_25,M08032,Chalakudy,25,I T I,Bindu Sasikumar,Thrissur,Municipality,IND,OTH,612,2025
M08032_26,M08032,Chalakudy,26,I R M L P S,Raman Thattayath,Thrissur,Municipality,CPI(M),LDF,357,2025
M08032_27,M08032,Chalakudy,27,Moonjely,K. V. Paul,Thrissur,Municipality,INC,UDF,629,2025
M08032_28,M08032,Chalakudy,28,Kottatt,Annie Paul,Thrissur,Municipality,INC,UDF,639,2025
M08032_29,M08032,Chalakudy,29,Maithri Nagar,Bilfi George,Thrissur,Municipality,IND,OTH,503,2025
